time,temperature,signal
347,323.5,1.90140794
348,324,1.936472
349,324.5,1.96545951
350,325,1.99578144
351,325.5,2.02576625
352,326,2.05061018
353,326.5,2.07606955
354,327,2.10578191
355,327.5,2.12682262
356,328,2.15340372
357,328.5,2.17261604
358,329,2.19348087
359,329.5,2.21518361
360,330,2.23633367
361,330.5,2.25118756
362,331,2.26672353
363,331.5,2.27975913
364,332,2.29396787
365,332.5,2.30859202
366,333,2.31840208
367,333.5,2.32752673
368,334,2.3328396
369,334.5,2.34126767
370,335,2.34183101
371,335.5,2.34692339
372,336,2.34612158
373,336.5,2.3501027
374,337,2.34865987
375,337.5,2.34522079
376,338,2.34291738
377,338.5,2.33702379
378,339,2.33258389
379,339.5,2.32363272
380,340,2.31414152
381,340.5,2.30208843
382,341,2.29245257
383,341.5,2.27959072
384,342,2.26556218
385,342.5,2.25071849
386,343,2.24041818
387,343.5,2.223854
388,344,2.20698997
389,344.5,2.18701831
390,345,2.17058867
391,345.5,2.14814056
392,346,2.13170294
393,346.5,2.11249214
394,347,2.09096544
395,347.5,2.06845851
396,348,2.05181532
397,348.5,2.032863
398,349,2.01191931
399,349.5,1.98946181
400,350,1.9697841
401,350.5,1.95120033
402,351,1.93098265
403,351.5,1.91186574
404,352,1.89275642
405,352.5,1.87636712
406,353,1.86316394
407,353.5,1.84760545
408,354,1.8326747
409,354.5,1.81655297
410,355,1.80916245
411,355.5,1.79818236
412,356,1.78596128
413,356.5,1.78286166
414,357,1.77402821
415,357.5,1.77070268
416,358,1.77430886
417,358.5,1.77270979
418,359,1.77915236
419,359.5,1.784719
420,360,1.79447264
421,360.5,1.80642635
422,361,1.81937943
423,361.5,1.84024524
424,362,1.86232102
425,362.5,1.88351526
426,363,1.91130162
427,363.5,1.94361382
428,364,1.97685656
429,364.5,2.01220973
430,365,2.0523955
431,365.5,2.0911489
432,366,2.13463821
433,366.5,2.17625779
434,367,2.22320718
435,367.5,2.26645186
436,368,2.31245896
437,368.5,2.35379491
438,369,2.39243408
439,369.5,2.42611867
440,370,2.45268297
441,370.5,2.47579947
442,371,2.49554654
443,371.5,2.50300361
444,372,2.5044393
445,372.5,2.4931813
446,373,2.48017183
447,373.5,2.45537717
448,374,2.42369936
449,374.5,2.38883464
450,375,2.34678924
451,375.5,2.30107011
452,376,2.25297062
453,376.5,2.20556192
454,377,2.15495948
455,377.5,2.10363971
456,378,2.05262256
457,378.5,2.00209057
458,379,1.95646207
459,379.5,1.9118553
460,380,1.87003456
461,380.5,1.83422077
462,381,1.79678387
463,381.5,1.76639291
464,382,1.73861755
465,382.5,1.7122425
466,383,1.69390284
467,383.5,1.67507244
468,384,1.65977927
469,384.5,1.64928017
470,385,1.64337862
471,385.5,1.63586548
472,386,1.63718715
473,386.5,1.63694119
474,387,1.63786714
475,387.5,1.64917727
476,388,1.65288339
477,388.5,1.66862435
478,389,1.6793457
479,389.5,1.69960605
480,390,1.71652825
481,390.5,1.73575851
482,391,1.7525938
483,391.5,1.77997026
484,392,1.80142925
485,392.5,1.82355443
486,393,1.85619156
487,393.5,1.8793127
488,394,1.90759618
489,394.5,1.93751664
490,395,1.96852433
491,395.5,2.00028694
492,396,2.03205391
493,396.5,2.06184535
494,397,2.09401683
495,397.5,2.12444664
496,398,2.15833759
497,398.5,2.18870174
498,399,2.21987741
499,399.5,2.25242064
500,400,2.28314084
501,400.5,2.31150119
502,401,2.3406749
503,401.5,2.36756066
504,402,2.39403422
505,402.5,2.42010142
506,403,2.44428141
507,403.5,2.46542225
508,404,2.48793201
509,404.5,2.50566727
510,405,2.52561233
511,405.5,2.54114782
512,406,2.55804579
513,406.5,2.57138216
514,407,2.58157088
515,407.5,2.58949637
516,408,2.5987531
517,408.5,2.60081919
518,409,2.60246772
519,409.5,2.60368474
520,410,2.60059332
521,410.5,2.59933222
522,411,2.59125785
523,411.5,2.58294747
524,412,2.57596274
525,412.5,2.55739147
526,413,2.54591032
527,413.5,2.52724146
528,414,2.50523685
529,414.5,2.48590484
530,415,2.46510331
531,415.5,2.43837455
532,416,2.4139207
533,416.5,2.3868012
534,417,2.35918275
535,417.5,2.32290166
536,418,2.29132719
537,418.5,2.2588534
538,419,2.21996886
539,419.5,2.18587009
540,420,2.14488395
541,420.5,2.10876371
542,421,2.06641478
543,421.5,2.0278269
544,422,1.98698975
545,422.5,1.94691627
546,423,1.9011054
547,423.5,1.86071318
548,424,1.82138476
549,424.5,1.77716111
550,425,1.73387758
551,425.5,1.68898087
552,426,1.64537779
553,426.5,1.60610855
554,427,1.56074219
555,427.5,1.52085088
556,428,1.47953647
557,428.5,1.43584885
558,429,1.39507453
559,429.5,1.35379776
560,430,1.31460342
561,430.5,1.27477566
562,431,1.23578852
563,431.5,1.20051673
564,432,1.16560568
565,432.5,1.12516121
566,433,1.08913697
567,433.5,1.05822385
568,434,1.02632583
569,434.5,0.992602284
570,435,0.960674858
571,435.5,0.932278078
572,436,0.897175483
573,436.5,0.866468826
574,437,0.845952023
575,437.5,0.818572376
576,438,0.793793658
577,438.5,0.767307122
578,439,0.742335442
579,439.5,0.720243117
580,440,0.698937207
581,440.5,0.677297335
582,441,0.655891021
583,441.5,0.637991395
584,442,0.617259163
585,442.5,0.599350378
586,443,0.585545973
587,443.5,0.565542377
588,444,0.550880892
589,444.5,0.532898449
590,445,0.520609262
591,445.5,0.507250454
592,446,0.49245379
593,446.5,0.483139425
594,447,0.469408904
595,447.5,0.456724199
596,448,0.442696525
597,448.5,0.436281356
598,449,0.424825994
599,449.5,0.418343625
600,450,0.403866597
601,450.5,0.398917781
602,451,0.390466365
603,451.5,0.381180557
604,452,0.373645098
605,452.5,0.367008928
606,453,0.362106344
607,453.5,0.354352448
608,454,0.346237285
609,454.5,0.342831843
610,455,0.33295832
611,455.5,0.328397392
612,456,0.324705485
613,456.5,0.31766723
614,457,0.314624181
615,457.5,0.31208911
616,458,0.306146212
617,458.5,0.299739379
618,459,0.296588454
619,459.5,0.292436877
620,460,0.29025964
621,460.5,0.287611646
622,461,0.283291771
623,461.5,0.280951157
624,462,0.277620869
625,462.5,0.275399877
626,463,0.27040799
627,463.5,0.266800857
628,464,0.264424521
629,464.5,0.263224383
630,465,0.262051715
631,465.5,0.25680333
632,466,0.258088031
633,466.5,0.256067981
634,467,0.253135056
635,467.5,0.247348316
636,468,0.245166955
637,468.5,0.242212198
638,469,0.242154267
639,469.5,0.241073832
640,470,0.23819579
641,470.5,0.238320079
642,471,0.238637145
643,471.5,0.236264665
644,472,0.233200714
645,472.5,0.232227124
646,473,0.231876523
647,473.5,0.227629121
648,474,0.228634828
649,474.5,0.225304353
650,475,0.223589583
651,475.5,0.22415558
652,476,0.220452281
653,476.5,0.222169332
654,477,0.218015832
655,477.5,0.217797041
656,478,0.215686336
657,478.5,0.216299281
658,479,0.213664076
659,479.5,0.214983755
660,480,0.21148519
661,480.5,0.211432767
662,481,0.21125754
663,481.5,0.208022434
664,482,0.205909576
665,482.5,0.206343532
666,483,0.206562024
667,483.5,0.206708643
668,484,0.204118073
669,484.5,0.205721481
670,485,0.20183104
671,485.5,0.202650325
672,486,0.201495472
673,486.5,0.202263671
674,487,0.198953454
675,487.5,0.199747287
676,488,0.195368805
677,488.5,0.197929145
678,489,0.194310596
679,489.5,0.193912953
680,490,0.19548406
681,490.5,0.195951285
682,491,0.19646546
683,491.5,0.195589063
684,492,0.193759087
685,492.5,0.19324433
686,493,0.192501532
687,493.5,0.191272108
688,494,0.189384095
689,494.5,0.188485117
690,495,0.190407402
691,495.5,0.187786972
692,496,0.189931199
693,496.5,0.187126913
694,497,0.188188138
695,497.5,0.188724181
696,498,0.189228107
697,498.5,0.183658068
698,499,0.185414967
699,499.5,0.184922323
700,500,0.186069992
701,500.5,0.186918193
702,501,0.180139477
703,501.5,0.182722457
704,502,0.181041515
705,502.5,0.182444831
706,503,0.183346823
707,503.5,0.179642457
708,504,0.182458623
709,504.5,0.183521555
710,505,0.184314216
711,505.5,0.181202257
712,506,0.179847587
713,506.5,0.178183856
714,507,0.181035391
715,507.5,0.178201301
716,508,0.181095351
717,508.5,0.178078581
718,509,0.179637935
719,509.5,0.177808237
720,510,0.17828532
721,510.5,0.176429835
722,511,0.1811151
723,511.5,0.176767479
724,512,0.178301116
725,512.5,0.17765022
726,513,0.174447095
727,513.5,0.176340236
728,514,0.176537525
729,514.5,0.172813743
730,515,0.178763996
731,515.5,0.175789938
732,516,0.170513005
733,516.5,0.174177996
734,517,0.173464297
735,517.5,0.171348189
736,518,0.173682511
737,518.5,0.172753384
738,519,0.174567481
739,519.5,0.173705702
740,520,0.17340975
741,520.5,0.172579362
742,521,0.171386704
743,521.5,0.17239781
744,522,0.169296008
745,522.5,0.169720534
746,523,0.171217717
747,523.5,0.169750153
748,524,0.169758764
749,524.5,0.170856254
750,525,0.169309842
751,525.5,0.171966782
752,526,0.168861416
753,526.5,0.170839697
754,527,0.170572218
755,527.5,0.169422421
756,528,0.168782668
757,528.5,0.167428739
758,529,0.168700054
759,529.5,0.1697983
760,530,0.166728184
761,530.5,0.171210471
762,531,0.170598438
763,531.5,0.168596718
764,532,0.169192315
765,532.5,0.167271862
766,533,0.167895126
767,533.5,0.165655915
768,534,0.169962429
769,534.5,0.166584893
770,535,0.165013003
771,535.5,0.168293258
772,536,0.164788933
773,536.5,0.168043386
774,537,0.166959272
775,537.5,0.165658882
776,538,0.166345171
777,538.5,0.163816866
778,539,0.165691029
779,539.5,0.167740187
780,540,0.167666474
781,540.5,0.167950353
782,541,0.163637534
783,541.5,0.165365626
784,542,0.163125335
785,542.5,0.164062695
786,543,0.164842429
787,543.5,0.163110879
788,544,0.161996924
789,544.5,0.164874194
790,545,0.166667041
791,545.5,0.163242835
792,546,0.165384777
793,546.5,0.164135684
794,547,0.16264056
795,547.5,0.162785509
796,548,0.162515641
797,548.5,0.163903444
798,549,0.161976071
799,549.5,0.161050422
800,550,0.162109269
801,550.5,0.16175947
802,551,0.164050614
803,551.5,0.158616953
804,552,0.163167907
805,552.5,0.163433548
806,553,0.162818612
807,553.5,0.162075768
808,554,0.160299204
809,554.5,0.165410925
810,555,0.161578164
811,555.5,0.161479095
812,556,0.162849818
813,556.5,0.162215174
814,557,0.160824507
815,557.5,0.161988279
816,558,0.160483247
817,558.5,0.162429766
818,559,0.163221082
819,559.5,0.16188231
820,560,0.159417817
821,560.5,0.160190041
822,561,0.160468914
823,561.5,0.160218847
824,562,0.159231192
825,562.5,0.162031682
826,563,0.161958362
827,563.5,0.161115102
828,564,0.16240303
829,564.5,0.15886845
830,565,0.16036856
831,565.5,0.158602059
832,566,0.158342004
833,566.5,0.15866533
834,567,0.161357636
835,567.5,0.161153218
836,568,0.159204961
837,568.5,0.159986664
838,569,0.160938204
839,569.5,0.161387305
840,570,0.15906419
841,570.5,0.161955913
842,571,0.159385349
843,571.5,0.159505709
844,572,0.161953031
845,572.5,0.15970934
846,573,0.160506682
847,573.5,0.156843772
848,574,0.15997654
849,574.5,0.161439194
850,575,0.160457897
851,575.5,0.159275412
852,576,0.156744228
853,576.5,0.156087798
854,577,0.159320189
855,577.5,0.160504647
856,578,0.159835994
857,578.5,0.159415173
858,579,0.159130501
859,579.5,0.158310733
860,580,0.15765805
861,580.5,0.157357904
862,581,0.159182256
863,581.5,0.15845537
864,582,0.157174738
865,582.5,0.161372648
866,583,0.157107265
867,583.5,0.156154767
868,584,0.160181215
869,584.5,0.157623678
870,585,0.159743697
871,585.5,0.160325563
872,586,0.156632842
873,586.5,0.157040125
874,587,0.156940958
875,587.5,0.15879295
876,588,0.160213177
877,588.5,0.156627805
878,589,0.157524647
879,589.5,0.158198179
880,590,0.158034899
881,590.5,0.1615449
882,591,0.157558971
883,591.5,0.157951569
884,592,0.159752983
885,592.5,0.158740412
886,593,0.15667407
887,593.5,0.156433399
888,594,0.158262941
889,594.5,0.156409326
890,595,0.15866143
891,595.5,0.156736554
892,596,0.158223202
893,596.5,0.15735713
894,597,0.158550999
895,597.5,0.1550096
896,598,0.156546666
897,598.5,0.158091368
898,599,0.158870425
899,599.5,0.155135482
900,600,0.154154645
901,600.5,0.15698506
902,601,0.15694448
903,601.5,0.156874819
904,602,0.157785486
905,602.5,0.158929009
906,603,0.157292603
907,603.5,0.15716684
908,604,0.157380701
909,604.5,0.159941812
910,605,0.157294854
911,605.5,0.157355187
912,606,0.158775324
913,606.5,0.159919278
914,607,0.158254213
915,607.5,0.157081954
916,608,0.155038399
917,608.5,0.158688631
918,609,0.155568722
919,609.5,0.154031207
920,610,0.156607656
921,610.5,0.159972592
922,611,0.154590511
923,611.5,0.157504874
924,612,0.153931907
925,612.5,0.157986162
926,613,0.155140942
927,613.5,0.15495398
928,614,0.15856416
929,614.5,0.155077978
930,615,0.157311021
931,615.5,0.157850398
932,616,0.157439989
933,616.5,0.157012326
934,617,0.157784378
935,617.5,0.156344397
936,618,0.157008867
937,618.5,0.156627541
938,619,0.154564793
939,619.5,0.157631438
940,620,0.159010083
941,620.5,0.161030482
942,621,0.156176602
943,621.5,0.158787022
944,622,0.159788809
945,622.5,0.158108134
946,623,0.156957349
947,623.5,0.156310355
948,624,0.158711001
949,624.5,0.156819696
950,625,0.156407988
951,625.5,0.158506205
952,626,0.158692728
953,626.5,0.153349548
954,627,0.160974229
955,627.5,0.15780993
956,628,0.157944592
957,628.5,0.154937434
958,629,0.157341891
959,629.5,0.156263248
960,630,0.157923138
961,630.5,0.155497091
962,631,0.157372676
963,631.5,0.158380039
964,632,0.157692877
965,632.5,0.157783084
966,633,0.156662371
967,633.5,0.156544945
968,634,0.157338562
969,634.5,0.155740964
970,635,0.157692158
971,635.5,0.157999092
972,636,0.156290557
973,636.5,0.16006349
974,637,0.157060675
975,637.5,0.158455743
976,638,0.158802856
977,638.5,0.154903419
978,639,0.155058006
979,639.5,0.157682592
980,640,0.158844112
981,640.5,0.157778275
982,641,0.155050246
983,641.5,0.15983703
984,642,0.155448212
985,642.5,0.156969051
986,643,0.155107312
987,643.5,0.156170762
988,644,0.157568315
989,644.5,0.156718631
990,645,0.153792868
991,645.5,0.159085021
992,646,0.157417242
993,646.5,0.155069563
994,647,0.157317979
995,647.5,0.15825351
996,648,0.157083343
997,648.5,0.157752427
998,649,0.156957234
999,649.5,0.156804136
1000,650,0.157123044
